Image_path,No_Cars,lanes,Road_sign,Output
frame1197.jpg,1,1,0,0
frame1198.jpg,0,1,2,0
frame1199.jpg,1,1,3,2
frame12.jpg,3,1,1,2
frame120.jpg,0,1,0,1
frame1200.jpg,1,1,0,2
frame1201.jpg,1,1,2,2
frame1202.jpg,1,1,0,3
frame1203.jpg,1,1,3,0
frame1204.jpg,1,1,3,0
frame1205.jpg,1,1,1,1
frame1206.jpg,1,1,1,1
frame1207.jpg,1,1,0,1
frame1208.jpg,0,1,3,2
frame1209.jpg,0,1,3,1
frame121.jpg,0,1,2,3
frame1210.jpg,0,1,3,2
frame1211.jpg,0,1,3,3
frame1212.jpg,0,1,2,0
frame1213.jpg,1,1,2,0
frame1214.jpg,1,1,1,0
frame1215.jpg,1,1,1,0
frame1216.jpg,1,1,1,0
frame1217.jpg,1,1,3,2
frame1218.jpg,1,1,1,3
frame1219.jpg,2,1,3,2
frame122.jpg,0,1,2,2
frame1220.jpg,1,1,1,3
frame1221.jpg,1,1,3,2
frame1222.jpg,1,1,1,2
frame1223.jpg,1,1,0,2
frame1224.jpg,1,1,0,1
frame1225.jpg,1,1,0,2
frame1226.jpg,1,1,0,2
frame1227.jpg,1,1,2,0
frame1228.jpg,1,1,1,2
frame1229.jpg,1,1,0,2
frame123.jpg,0,1,0,2
frame1230.jpg,1,1,3,3
frame1231.jpg,0,1,2,2
frame1232.jpg,0,1,2,0
frame1233.jpg,0,1,3,1
frame1234.jpg,0,1,2,1
frame1235.jpg,0,1,0,3
frame1236.jpg,0,1,0,3
frame1237.jpg,1,1,0,2
frame1238.jpg,1,1,0,3
frame1239.jpg,0,1,0,1
frame124.jpg,0,1,3,1
frame1240.jpg,0,1,2,3
frame1241.jpg,0,1,1,1
frame1242.jpg,0,1,0,0
frame1243.jpg,0,1,2,0
frame1244.jpg,0,1,3,3
frame1245.jpg,0,1,2,2
frame1246.jpg,0,1,3,2
frame1247.jpg,2,1,0,1
frame1248.jpg,2,1,1,2
frame1249.jpg,2,1,3,1
frame125.jpg,0,1,1,3
frame1250.jpg,2,1,1,3
frame1251.jpg,1,1,2,2
frame1252.jpg,1,1,2,3
frame1253.jpg,1,1,2,3
frame1254.jpg,1,1,0,1
frame1255.jpg,1,1,1,1
frame1256.jpg,1,1,2,2
frame1257.jpg,1,1,1,1
frame1258.jpg,1,1,3,1
frame1259.jpg,1,1,0,0
frame126.jpg,0,1,1,1
frame1260.jpg,1,1,3,2
frame1261.jpg,1,1,2,0
frame1262.jpg,1,1,2,2
frame1263.jpg,1,1,2,3
frame1264.jpg,0,1,2,3
frame1265.jpg,0,1,2,0
frame1266.jpg,0,1,2,1
frame1267.jpg,0,1,3,3
frame1268.jpg,0,1,3,0
frame1269.jpg,1,1,0,3
frame127.jpg,0,1,1,2
frame1270.jpg,1,1,2,2
frame1271.jpg,1,1,3,1
frame1272.jpg,1,1,2,2
frame1273.jpg,1,1,0,2
frame1274.jpg,1,1,3,2
frame1275.jpg,1,1,0,1
frame1276.jpg,0,1,1,0
frame1277.jpg,0,1,0,2
frame1278.jpg,0,1,2,2
frame1279.jpg,1,1,2,3
frame128.jpg,0,1,1,2
frame1280.jpg,1,1,3,3
frame1281.jpg,0,1,2,3
frame1282.jpg,0,1,3,2
frame1283.jpg,0,1,3,2
frame1284.jpg,0,1,2,3
frame1285.jpg,0,1,1,0
frame1286.jpg,0,1,1,3
frame1287.jpg,0,1,0,1
frame1288.jpg,0,1,2,1
frame1289.jpg,1,1,2,3
frame129.jpg,0,1,1,3
frame1290.jpg,1,1,0,1
frame1291.jpg,1,1,1,3
frame1292.jpg,1,1,1,1
frame1293.jpg,0,1,3,3
frame1294.jpg,0,1,1,2
frame1295.jpg,0,1,3,3
frame1296.jpg,0,1,3,1
frame1297.jpg,0,1,2,1
frame1298.jpg,0,1,2,0
frame1299.jpg,0,1,0,3
frame13.jpg,3,1,1,2
frame130.jpg,0,1,2,1
frame1300.jpg,0,1,0,3
frame1301.jpg,0,1,0,1
frame1302.jpg,0,1,2,2
frame1303.jpg,0,1,3,1
frame1304.jpg,0,1,2,2
frame1305.jpg,0,1,3,3
frame1306.jpg,0,1,3,3
frame1307.jpg,0,1,2,2
frame1308.jpg,0,1,2,2
frame1309.jpg,0,1,1,0
frame131.jpg,0,1,1,3
frame1310.jpg,0,1,2,0
frame1311.jpg,0,1,1,3
frame1312.jpg,0,1,2,1
frame1313.jpg,0,1,1,0
frame1314.jpg,0,1,1,2
frame1315.jpg,0,1,1,2
frame1316.jpg,0,1,0,0
frame1317.jpg,0,1,1,3
frame1318.jpg,0,1,3,0
frame1319.jpg,0,1,3,2
frame132.jpg,0,1,1,1
frame1320.jpg,0,1,2,1
frame1321.jpg,0,1,3,1
frame1322.jpg,0,1,3,1
frame1323.jpg,0,1,2,3
frame1324.jpg,0,1,1,0
frame1325.jpg,0,1,1,3
frame1326.jpg,1,1,3,0
frame1327.jpg,1,1,3,1
frame1328.jpg,1,1,0,2
frame1329.jpg,1,1,1,1
frame133.jpg,0,1,2,3
frame1330.jpg,1,1,2,3
frame1331.jpg,1,1,3,2
frame1332.jpg,1,1,2,0
frame1333.jpg,1,1,1,2
frame1334.jpg,1,1,1,3
frame1335.jpg,1,1,2,3
frame1336.jpg,1,1,1,2
frame1337.jpg,1,1,3,1
frame1338.jpg,1,1,2,0
frame1339.jpg,1,1,0,0
frame134.jpg,0,1,1,3
frame1340.jpg,1,1,0,2
frame1341.jpg,1,1,3,0
frame1342.jpg,1,1,0,2
frame1343.jpg,1,1,2,3
frame1344.jpg,1,1,1,3
frame1345.jpg,1,1,2,3
frame1346.jpg,0,1,3,0
frame1347.jpg,0,1,3,1
frame1348.jpg,0,1,0,0
frame1349.jpg,0,1,0,0
frame135.jpg,0,1,2,2
frame1350.jpg,0,1,2,1
frame1351.jpg,0,1,1,0
frame1352.jpg,0,1,3,3
frame1353.jpg,0,1,2,3
frame1354.jpg,0,1,3,0
frame1355.jpg,0,1,0,3
frame1356.jpg,0,1,3,1
frame1357.jpg,0,1,3,3
frame1358.jpg,0,1,0,0
frame1359.jpg,0,1,0,2
frame136.jpg,0,1,2,2
frame1360.jpg,0,1,0,1
frame1361.jpg,0,1,3,3
frame1362.jpg,0,1,0,2
frame1363.jpg,0,1,1,1
frame1364.jpg,0,1,3,2
frame1365.jpg,0,1,2,1
frame1366.jpg,0,1,3,1
frame1367.jpg,0,1,3,3
frame1368.jpg,0,1,3,2
frame1369.jpg,0,1,2,2
frame137.jpg,0,1,0,2
frame1370.jpg,0,1,1,0
frame1371.jpg,0,1,1,2
frame1372.jpg,0,1,0,3
frame1373.jpg,0,1,3,3
frame1374.jpg,0,1,2,1
frame1375.jpg,0,1,1,3
frame1376.jpg,0,1,1,3
frame1377.jpg,0,1,0,3
frame1378.jpg,0,1,2,0
frame1379.jpg,0,1,0,2
frame138.jpg,0,1,0,1
frame1380.jpg,0,1,0,1
frame1381.jpg,0,1,2,0
frame1382.jpg,0,1,0,3
frame1383.jpg,0,1,0,2
frame1384.jpg,0,1,0,2
frame1385.jpg,0,1,2,0
frame1386.jpg,0,1,3,2
frame1387.jpg,0,1,1,1
frame1388.jpg,0,1,3,0
frame1389.jpg,0,1,0,2
frame139.jpg,0,1,2,2
frame1390.jpg,0,1,0,2
frame1391.jpg,0,1,1,2
frame1392.jpg,0,1,0,0
frame1393.jpg,0,1,2,0
frame1394.jpg,0,1,1,3
frame1395.jpg,1,1,1,2
frame1396.jpg,0,1,0,1
frame1397.jpg,0,1,3,1
frame1398.jpg,0,1,3,1
frame1399.jpg,0,1,0,3
frame14.jpg,3,1,0,1
frame140.jpg,0,1,1,1
frame1400.jpg,1,1,1,1
frame1401.jpg,1,1,1,3
frame1402.jpg,2,1,3,1
frame1403.jpg,0,1,1,1
frame1404.jpg,0,1,0,2
frame1405.jpg,0,1,2,2
frame1406.jpg,0,1,0,2
frame1407.jpg,0,1,2,2
frame1408.jpg,0,1,3,2
frame1409.jpg,0,1,1,3
frame141.jpg,0,1,3,3
frame1410.jpg,0,1,3,2
frame1411.jpg,0,1,3,3
frame1412.jpg,0,1,1,2
frame1413.jpg,1,1,3,0
frame1414.jpg,1,1,0,3
frame1415.jpg,0,1,3,2
frame1416.jpg,0,1,3,2
frame1417.jpg,0,1,3,1
frame1418.jpg,0,1,1,0
frame1419.jpg,0,1,1,3
frame142.jpg,0,1,0,0
frame1420.jpg,1,1,3,2
frame1421.jpg,1,1,3,2
frame1422.jpg,1,1,2,1
frame1423.jpg,1,1,0,2
frame1424.jpg,1,1,3,1
frame1425.jpg,1,1,3,2
frame1426.jpg,2,1,2,1
frame1427.jpg,2,1,0,1
frame1428.jpg,2,1,3,3
frame1429.jpg,2,1,2,1
frame143.jpg,0,1,3,1
frame1430.jpg,2,1,2,1
frame1431.jpg,2,1,0,1
frame1432.jpg,1,1,0,3
frame1433.jpg,1,1,3,3
frame1434.jpg,1,1,0,2
frame1435.jpg,1,1,2,2
frame1436.jpg,2,1,3,0
frame1437.jpg,1,1,3,3
frame1438.jpg,1,1,1,1
frame1439.jpg,1,1,2,3
frame144.jpg,0,1,1,0
frame1440.jpg,1,1,1,0
frame1441.jpg,1,1,3,3
frame1442.jpg,1,1,2,2
frame1443.jpg,1,1,3,2
frame1444.jpg,1,1,1,0
frame1445.jpg,1,1,0,3
frame1446.jpg,1,1,1,3
frame1447.jpg,1,1,1,1
frame1448.jpg,1,1,3,3
frame1449.jpg,1,1,2,3
frame145.jpg,1,1,3,1
frame1450.jpg,1,1,3,0
frame1451.jpg,1,1,1,1
frame1452.jpg,1,1,3,2
frame1453.jpg,1,1,1,3
frame1454.jpg,1,1,2,3
frame1455.jpg,1,1,2,0
frame1456.jpg,1,1,2,0
frame1457.jpg,1,1,0,0
frame1458.jpg,1,1,1,2
frame1459.jpg,1,1,1,3
frame146.jpg,1,1,3,0
frame1460.jpg,1,1,0,3
frame1461.jpg,1,1,2,2
frame1462.jpg,1,1,0,2
frame1463.jpg,1,1,0,3
frame1464.jpg,1,1,2,2
frame1465.jpg,1,1,3,3
frame1466.jpg,1,1,0,3
frame1467.jpg,1,1,3,0
frame1468.jpg,1,1,0,1
frame1469.jpg,1,1,3,1
frame147.jpg,0,1,1,0
frame1470.jpg,1,1,2,3
frame1471.jpg,1,1,2,1
frame1472.jpg,1,1,3,2
frame1473.jpg,1,1,3,0
frame1474.jpg,1,1,3,3
frame1475.jpg,0,1,3,0
frame1476.jpg,0,1,1,0
frame1477.jpg,0,1,1,3
frame1478.jpg,0,1,3,1
frame1479.jpg,0,1,3,1
frame148.jpg,1,1,2,0
frame1480.jpg,0,1,1,3
frame1481.jpg,0,1,1,2
frame1482.jpg,0,1,2,2
frame1483.jpg,0,1,0,0
frame1484.jpg,0,1,3,1
frame1485.jpg,0,1,2,3
frame1486.jpg,0,1,3,0
frame1487.jpg,0,1,1,0
frame1488.jpg,0,1,0,1
frame1489.jpg,0,1,1,2
frame149.jpg,1,1,0,0
frame1490.jpg,0,1,2,0
frame1491.jpg,0,1,0,0
frame1492.jpg,0,1,0,0
frame1493.jpg,1,1,0,0
frame1494.jpg,1,1,2,2
frame1495.jpg,1,1,2,2
frame1496.jpg,1,1,3,3
frame1497.jpg,1,1,1,0
frame1498.jpg,1,1,0,2
frame1499.jpg,1,1,2,1
frame15.jpg,4,1,3,3
frame150.jpg,1,1,0,3
frame1500.jpg,1,1,0,3
frame1501.jpg,1,1,3,2
frame1502.jpg,1,1,1,1
frame1503.jpg,1,1,1,2
frame1504.jpg,2,1,1,1
frame1505.jpg,2,1,0,0
frame1506.jpg,2,1,0,1
frame1507.jpg,2,1,2,2
frame1508.jpg,2,1,0,2
frame1509.jpg,2,1,2,3
frame151.jpg,1,1,0,2
frame1510.jpg,2,1,3,0
frame1511.jpg,2,1,2,0
frame1512.jpg,2,1,0,3
frame1513.jpg,2,1,0,0
frame1514.jpg,2,1,0,1
frame1515.jpg,2,1,1,3
frame1516.jpg,2,1,2,0
frame1517.jpg,2,1,3,0
frame1518.jpg,2,1,3,3
frame1519.jpg,2,1,2,2
frame152.jpg,1,1,2,0
frame1520.jpg,2,1,1,1
frame1521.jpg,1,1,1,0
frame1522.jpg,0,1,3,0
frame1523.jpg,1,1,0,0
frame1524.jpg,0,1,3,3
frame1525.jpg,2,1,2,2
frame1526.jpg,2,1,0,0
frame1527.jpg,1,1,2,1
frame1528.jpg,1,1,0,0
frame1529.jpg,1,1,3,0
frame153.jpg,1,1,0,0
frame1530.jpg,2,1,1,0
frame1531.jpg,1,1,2,2
frame1532.jpg,0,1,1,2
frame1533.jpg,0,1,0,0
frame1534.jpg,0,1,1,2
frame1535.jpg,0,1,3,2
frame1536.jpg,0,1,3,2
frame1537.jpg,0,1,1,2
frame1538.jpg,0,1,2,2
frame1539.jpg,0,1,1,2
frame154.jpg,2,1,3,1
frame1540.jpg,0,1,2,2
frame1541.jpg,0,1,3,3
frame1542.jpg,0,1,3,0
frame1543.jpg,0,1,1,3
frame1544.jpg,0,1,1,3
frame1545.jpg,1,1,1,0
frame1546.jpg,1,1,3,3
frame1547.jpg,0,1,3,1
frame1548.jpg,1,1,2,1
frame1549.jpg,0,1,1,0
frame155.jpg,1,1,2,3
frame1550.jpg,0,1,2,1
frame1551.jpg,0,1,1,0
frame1552.jpg,0,1,2,2
frame1553.jpg,0,1,1,1
frame1554.jpg,1,1,1,2
frame1555.jpg,1,1,3,0
frame1556.jpg,2,1,0,3
frame1557.jpg,2,1,1,0
frame1558.jpg,2,1,0,0
frame1559.jpg,2,1,2,2
frame156.jpg,1,1,1,0
frame1560.jpg,2,1,3,1
frame1561.jpg,1,1,1,1
frame1562.jpg,1,1,1,3
frame1563.jpg,1,1,0,0
frame1564.jpg,1,1,1,2
frame1565.jpg,2,1,1,3
frame1566.jpg,2,1,1,0
frame1567.jpg,2,1,3,3
frame1568.jpg,2,1,3,3
frame1569.jpg,1,1,0,2
frame157.jpg,1,1,0,3
frame1570.jpg,0,1,1,3
frame1571.jpg,3,1,1,2
frame1572.jpg,4,1,2,3
frame1573.jpg,4,1,3,0
frame1574.jpg,2,1,3,3
frame1575.jpg,2,1,3,3
frame1576.jpg,2,1,0,2
frame1577.jpg,0,1,3,1
frame1578.jpg,1,1,2,3
frame1579.jpg,0,1,2,1
frame158.jpg,1,1,0,2
frame1580.jpg,0,1,2,3
frame1581.jpg,1,1,1,1
frame1582.jpg,1,1,3,3
frame1583.jpg,1,1,2,1
frame1584.jpg,2,1,0,0
frame1585.jpg,1,1,1,0
frame1586.jpg,1,1,0,3
frame1587.jpg,1,1,2,0
frame1588.jpg,1,1,0,0
frame1589.jpg,1,1,2,1
frame159.jpg,0,1,1,0
frame1590.jpg,2,1,2,0
frame1591.jpg,2,1,3,0
frame1592.jpg,1,1,2,2
frame1593.jpg,2,1,2,1
frame1594.jpg,2,1,0,2
frame1595.jpg,4,1,0,0
frame1596.jpg,3,1,0,1
frame1597.jpg,2,1,0,1
frame1598.jpg,5,1,0,1
frame1599.jpg,4,1,1,0
frame16.jpg,2,1,2,3
frame160.jpg,1,1,1,1
frame1600.jpg,4,1,3,0
frame1601.jpg,5,1,1,0
frame1602.jpg,2,1,2,0
frame1603.jpg,3,1,1,2
frame1604.jpg,3,1,1,0
frame1605.jpg,4,1,3,3
frame1606.jpg,3,1,2,0
frame1607.jpg,3,1,0,3
frame1608.jpg,4,1,0,0
frame1609.jpg,2,1,0,1
frame161.jpg,1,1,1,0
frame1610.jpg,3,1,1,1
frame1611.jpg,4,1,2,2
frame1612.jpg,2,1,1,1
frame1613.jpg,2,1,3,0
frame1614.jpg,2,1,2,0
frame1615.jpg,1,1,2,0
frame1616.jpg,1,1,0,3
frame1617.jpg,1,1,1,1
frame1618.jpg,1,1,0,0
frame1619.jpg,3,1,2,1
frame162.jpg,2,1,1,0
frame1620.jpg,3,1,1,3
frame1621.jpg,1,1,3,1
frame1622.jpg,1,1,0,1
frame1623.jpg,3,1,3,1
frame1624.jpg,2,1,1,3
frame1625.jpg,2,1,2,1
frame1626.jpg,2,1,1,2
frame1627.jpg,1,1,2,3
frame1628.jpg,2,1,2,3
frame1629.jpg,3,1,2,2
frame163.jpg,1,1,1,2
frame1630.jpg,3,1,3,1
frame1631.jpg,2,1,2,1
frame1632.jpg,1,1,1,1
frame1633.jpg,1,1,3,2
frame1634.jpg,2,1,0,1
frame1635.jpg,3,1,1,2
frame1636.jpg,0,1,1,1
frame1637.jpg,2,1,2,2
frame1638.jpg,2,1,3,1
frame1639.jpg,2,1,0,1
frame164.jpg,0,1,3,2
frame1640.jpg,2,1,2,3
frame1641.jpg,2,1,3,1
frame1642.jpg,2,1,1,0
frame1643.jpg,2,1,2,2
frame1644.jpg,2,1,2,2
frame1645.jpg,2,1,0,3
frame1646.jpg,2,1,2,0
frame1647.jpg,2,1,2,2
frame1648.jpg,2,1,1,1
frame1649.jpg,2,1,1,3
frame165.jpg,0,1,2,1
frame1650.jpg,2,1,1,0
frame1651.jpg,2,1,0,3
frame1652.jpg,2,1,2,1
frame1653.jpg,2,1,0,0
frame1654.jpg,2,1,2,3
frame1655.jpg,1,1,2,1
frame1656.jpg,3,1,0,0
frame1657.jpg,1,1,0,2
frame1658.jpg,2,1,3,1
frame1659.jpg,3,1,1,1
frame166.jpg,0,1,0,0
frame1660.jpg,1,1,2,3
frame1661.jpg,1,1,0,0
frame1662.jpg,1,1,3,2
frame1663.jpg,1,1,1,0
frame1664.jpg,1,1,1,0
frame1665.jpg,1,1,0,3
frame1666.jpg,1,1,0,2
frame1667.jpg,2,1,2,2
frame1668.jpg,1,1,2,3
frame1669.jpg,0,1,3,0
frame167.jpg,0,1,1,1
frame1670.jpg,2,1,1,1
frame1671.jpg,3,1,3,0
frame1672.jpg,1,1,0,2
frame1673.jpg,2,1,3,2
frame1674.jpg,2,1,1,1
frame1675.jpg,1,1,3,3
frame1676.jpg,1,1,2,1
frame1677.jpg,1,1,2,3
frame1678.jpg,2,1,3,3
frame1679.jpg,1,1,3,0
frame168.jpg,0,1,0,2
frame1680.jpg,1,1,1,0
frame1681.jpg,1,1,3,3
frame1682.jpg,3,1,3,3
frame1683.jpg,3,1,2,0
frame1684.jpg,2,1,1,2
frame1685.jpg,2,1,1,2
frame1686.jpg,4,1,2,1
frame1687.jpg,3,1,2,1
frame1688.jpg,2,1,0,0
frame1689.jpg,1,1,2,3
frame169.jpg,0,1,1,3
frame1690.jpg,2,1,1,3
frame1691.jpg,1,1,3,3
frame1692.jpg,1,1,0,3
frame1693.jpg,1,1,2,3
frame1694.jpg,1,1,1,1
frame1695.jpg,2,1,3,3
frame1696.jpg,2,1,1,2
frame1697.jpg,2,1,0,2
frame1698.jpg,2,1,3,2
frame1699.jpg,2,1,2,1
frame17.jpg,2,1,0,0
frame170.jpg,0,1,1,0
frame1700.jpg,1,1,3,0
frame1701.jpg,1,1,2,0
frame1702.jpg,1,1,0,2
frame1703.jpg,1,1,0,0
frame1704.jpg,1,1,1,3
frame1705.jpg,1,1,0,2
frame1706.jpg,1,1,1,1
frame1707.jpg,1,1,1,0
frame1708.jpg,1,1,0,3
frame1709.jpg,1,1,2,1
frame171.jpg,0,1,1,1
frame1710.jpg,1,1,3,1
frame1711.jpg,1,1,2,2
frame1712.jpg,1,1,3,3
frame1713.jpg,2,1,2,2
frame1714.jpg,1,1,3,0
frame1715.jpg,1,1,3,1
frame1716.jpg,0,1,0,1
frame1717.jpg,1,1,1,0
frame1718.jpg,0,1,2,2
frame1719.jpg,0,1,1,2
frame172.jpg,0,1,2,2
frame1720.jpg,0,1,2,3
frame1721.jpg,0,1,0,2
frame1722.jpg,2,1,3,0
frame1723.jpg,0,1,3,0
frame1724.jpg,1,1,3,3
frame1725.jpg,0,1,1,3
frame1726.jpg,1,1,2,3
frame1727.jpg,0,1,3,2
frame1728.jpg,0,1,3,2
frame1729.jpg,0,1,1,3
frame173.jpg,0,1,0,0
frame1730.jpg,0,1,3,2
frame1731.jpg,0,1,2,3
frame1732.jpg,0,1,0,1
frame1733.jpg,0,1,0,2
frame1734.jpg,0,1,0,3
frame1735.jpg,0,1,0,3
frame1736.jpg,0,1,1,1
frame1737.jpg,0,1,0,0
frame1738.jpg,0,1,3,0
frame1739.jpg,0,1,3,0
frame174.jpg,0,1,2,0
